"","congressperson_name","state","party","total_net_value","subquota_description","supplier","year"
"10767","WASHINGTON LUIZ","MA","PT",3500,"Publicity of parliamentary activity","SISTEMA WCS DE COMUNICAÇÃO LTDA",2009
"10768","WELLINGTON FAGUNDES","MT","PR",1550,"Publicity of parliamentary activity","LEANDRO GOLEMBIOUSKI",2014
"10769","WELLINGTON ROBERTO","PB","PR",2000,"Publicity of parliamentary activity","NORDESTE COMUNICACAO, EDITORA E SERVICOS LTDA - ME",2017
"10770","WILLIAM WOO","SP","PP",9505,"Publicity of parliamentary activity","OCEANO INDÚSTRIA GRÁFICA E EDITORA LTDA.",2009
"10771","WILSON BRAGA","PB","PMDB",3700,"Publicity of parliamentary activity","RÁDIO CIDADE  - FM",2009
"10772","WILSON PICLER","PR","PDT",12400,"Publicity of parliamentary activity","PARANÁ PRODUÇÕES",2009
"10773","WILSON SANTIAGO","PB","PMDB",1500,"Publicity of parliamentary activity","VITOR HUGO MARA NEVES",2009
"10774","WLADIMIR COSTA","PA","SD",19800,"Publicity of parliamentary activity","M.R. MÍDIA COMUNICAÇÃO VISUAL LTDA",2017
"10775","WOLNEY QUEIROZ","PE","PDT",6250,"Publicity of parliamentary activity","BANDEIRANTES PROPAGANDA EXTERNA LTDA",2017
"10776","ZÉ GERALDO","PA","PT",30000,"Publicity of parliamentary activity","D C CHAVES EIRELI",2016
"10777","ZÉ GERARDO","CE","PMDB",8000,"Publicity of parliamentary activity","BOA CUCA SERVIÇOS JORNALÍSTICOS E PUBLICIDADE",2009
"10778","ZÉ VIEIRA","MA","PROS",20000,"Publicity of parliamentary activity","E F DOS SANTOS FILHO-ME",2014
"10779","ZENALDO COUTINHO","PA","PSDB",2000,"Publicity of parliamentary activity","WORKING ASSOCIAÇÃO DE INTEGRAÇÃO PROFISSIONAL",2009
"10780","ZEQUINHA MARINHO","PA","PSC",10000,"Publicity of parliamentary activity","PRISMAC NEGÓCIOS LTDA.",2010
"10781","ZEZÉU RIBEIRO","BA","PT",340,"Publicity of parliamentary activity","CLAUDIO ANTONIO SOUZA DE JESUS -ME",2013
"10782","ZONTA","SC","PP",100,"Publicity of parliamentary activity","RADIO DOZE DE MAIO LTDA",2009
"10783","AGNALDO MUNIZ","RO","PSC",56000,"Publicity of parliamentary activity","4G SOLUÇÕES GRÁFICAS LTDA/ME",2010
"10784","ANN PONTES","PA","PMDB",15400,"Publicity of parliamentary activity","CGICOM PROPAGANDA E MARKETING LTDA",2010
"10785","ANTONIO JOSÉ MEDEIROS","PI","PT",2800,"Publicity of parliamentary activity","MOBILE WEB TECNOLOGIA E SISTEMAS",2010
"10786","DAVI ALCOLUMBRE","AP","DEM",16500,"Publicity of parliamentary activity","NOVO RUMO SERVIÇOS GRÁFICOS",2012
"10787","EDSON SANTOS","RJ","PT",7040,"Publicity of parliamentary activity","DIRECT VOICE",2012
"10788","GEDDEL VIEIRA LIMA","BA","PMDB",26797.6,"Publicity of parliamentary activity","M C A PRODUÇÕES ARTISTICAS LTDA",2010
"10789","LEONARDO PICCIANI","RJ","PMDB",12000,"Publicity of parliamentary activity","DS COMUNICAÇÃO E IMPRENSA LTDA",2014
"10790","PAULO BAUER","SC","PSDB",42900,"Publicity of parliamentary activity","TIPOTIL GRAFICA E EDITORA LTDA",2010
"10791","REINHOLD STEPHANES","PR","PSD",65,"Publicity of parliamentary activity","LOCAWEB SERVIÇOS DE INTERNET SA",2012
"10792","RODRIGO BETHLEM","RJ","PMDB",36000,"Publicity of parliamentary activity","GM MINISTER EDITORA LTDA",2012
"10793","SÁ","RR","PR",46000,"Publicity of parliamentary activity","GRAFICA REAL, DELTA COMERCIO, SERVIÇOS",2010
"10794","WALTER FELDMAN","SP","PSB",1950,"Publicity of parliamentary activity","CORBUCCI ASSESSORIA EM COMUNICAÇÃO LTDA",2012
"10795","WALTER PINHEIRO","BA","PT",23500,"Publicity of parliamentary activity","GRÁFICA SANTA BÁRBARA LTDA",2010
"10796","ACELINO POPÓ","BA","PRB",8000,"Publicity of parliamentary activity","HC LOC CONSUL E DIVULG PARL, LOS DE VEÍCULOS PRODU",2012
"10797","ADRIAN","RJ","PMDB",4000,"Publicity of parliamentary activity","JORNAL O SOL",2013
"10798","AGUINALDO RIBEIRO","PB","PP",5200,"Publicity of parliamentary activity","ANTARES PUBLICIDADE LTDA",2015
"10799","ALBERTO FILHO","MA","PMDB",12000,"Publicity of parliamentary activity","STUDIO 5 TV",2016
"10800","ALBERTO MOURÃO","SP","PSDB",10000,"Publicity of parliamentary activity","INCINE VIDEO WEB",2012
"10801","ALCEU MOREIRA","RS","PMDB",443,"Publicity of parliamentary activity","GP SISTEMAS E SERVIÇOS LTDA",2012
"10802","ALESSANDRO MOLON","RJ","PSB",500,"Publicity of parliamentary activity","DOIS ZERO UM COMUNICAÇÃO VISUAL LTDA ME",2017
"10803","ALEXANDRE LEITE","SP","DEM",9510,"Publicity of parliamentary activity","BALCOLOR DIGITAL ATELIER GRAFICO LTDA",2013
"10804","ALEXANDRE ROSO","RS","PSB",6600,"Publicity of parliamentary activity","LCTV COMUNICAÇÃO E DIVULGAÇÃO LTDA-ME",2012
"10805","ALFREDO SIRKIS","RJ","PSB",2250,"Publicity of parliamentary activity","DINAMIZE INFORMÁTICA LTDA",2011
"10806","ALMEIDA LIMA","SE","PMDB",11300,"Publicity of parliamentary activity","JULIANO AMADEU ME",2012
"10807","AMAURI TEIXEIRA","BA","PT",105,"Publicity of parliamentary activity","LETRÃO ARTES VISUAIS",2011
"10808","ANDERSON FERREIRA","PE","PR",11500,"Publicity of parliamentary activity","MXM GRAFICA E EDITORA LTDA",2013
"10809","ANDRÉ FIGUEIREDO","CE","PDT",700,"Publicity of parliamentary activity","ATALAIA PUBLICIDADES E PROMOÇÕES",2012
"10810","ANDRE MOURA","SE","PSC",1927.34,"Publicity of parliamentary activity","INDUSTRIA GRAFICA TRIBUNA DE ARACAJU LTDA.",2012
"10811","ÂNGELO AGNOLIN","TO","PDT",800,"Publicity of parliamentary activity","PROJETOS ESPECIAIS COMUNICAÇÃO E WEB",2011
"10812","ANTHONY GAROTINHO","RJ","PR",3600,"Publicity of parliamentary activity","GO2WEB",2012
"10813","ANTÔNIA LÚCIA","AC","PSC",18028.3,"Publicity of parliamentary activity","DIRECT VOICE SOLUÇÕES SERVIÇOS NEGOCIOS MARKETING APOIO & TI LTDA",2013
"10814","ANTONIO BALHMANN","CE","PDT",15000,"Publicity of parliamentary activity","MR DIGITAL",2014
"10815","ANTONIO BRITO","BA","PSD",6669,"Publicity of parliamentary activity","GRÁFICA LURIPRESS LTDA ME",2011
"10816","ANTONIO CARLOS","MG","PSDB",16800,"Publicity of parliamentary activity","GRAFICA CORES VIVAS LTDA",2011
"10817","ANTONIO IMBASSAHY","BA","PSDB",1800,"Publicity of parliamentary activity","M DA S CAZUQUEL DESENVOLVIMENTO WEB ME",2011
"10818","ARMANDO VERGÍLIO","GO","SD",12100,"Publicity of parliamentary activity","GRÁFICA E EDITORA MODELO LTDA",2012
"10819","ARNALDO JORDY","PA","PPS",13000,"Publicity of parliamentary activity","GRAFI CERTA",2013
"10820","ARTHUR LIRA","AL","PP",5000,"Publicity of parliamentary activity","CARTAZ CRIAÇÕES E PROJETOS GRÁFICOS",2014
"10821","ARTHUR OLIVEIRA MAIA","BA","PPS",600,"Publicity of parliamentary activity","JACKSON FERNANDES CARNEIRO ME",2014
"10822","ARTUR BRUNO","CE","PT",2920,"Publicity of parliamentary activity","NOGUEIRA E CORDEIRO LTDA",2011
"10823","ASSIS CARVALHO","PI","PT",6000,"Publicity of parliamentary activity","ANA LUCIA LOPES DA CUNHA",2012
"10824","ASSIS MELO","RS","PCdoB",290,"Publicity of parliamentary activity","Gráfica Nordeste Ltda.",2017
"10825","AUDIFAX","ES","PSB",545,"Publicity of parliamentary activity","UAIGO TECNOLOGIA LTDA-ME",2012
"10826","AUGUSTO COUTINHO","PE","SD",350,"Publicity of parliamentary activity","K2 HOST INTERNET LTDA",2011
"10827","AUREO","RJ","SD",33000,"Publicity of parliamentary activity","grafpaz criação e reproduções de impressos ltda me",2016
"10828","BENEDITA DA SILVA","RJ","PT",7023,"Publicity of parliamentary activity","AGENDA EM FOCO",2015
"10829","BENJAMIN MARANHÃO","PB","SD",15000,"Publicity of parliamentary activity","EDMILDO CIRILO DOS SANTOS",2017
"10830","BERINHO BANTIM","RR","SD",40000,"Publicity of parliamentary activity","CELSO SOARES BATISTA GRÁFICA - ME",2012
"10831","BERNARDO SANTANA DE VASCONCELLOS","MG","PR",1000,"Publicity of parliamentary activity","E&G CRIAÇÕES E PUBLICIDADES LTDA",2014
"10832","BOHN GASS","RS","PT",4500,"Publicity of parliamentary activity","GRAFICA E EDITORA RELAMPAGO LTDA",2011
"10833","BRUNA FURLAN","SP","PSDB",750,"Publicity of parliamentary activity","CHM SERVIÇOS DE INFORMÁTICA LTDA",2013
"10834","CARLAILE PEDROSA","MG","PSDB",6000,"Publicity of parliamentary activity","SEMPRE EDITORA LTDA",2011
"10835","CARLINHOS ALMEIDA","SP","PT",6000,"Publicity of parliamentary activity","EDITORA GRÁFICA LTDA EPP",2011
"10836","CARLOS ALBERTO","MG","DEM",15.4,"Publicity of parliamentary activity","NATURETTO RESTAURANTE NATURAL LTDA ME",2011
"10837","CARLOS MAGNO","RO","PP",1000,"Publicity of parliamentary activity","NA HORA ON LINE JORNAL ELETRÔNICO",2013
"10838","CARLOS ROBERTO","SP","PSDB",2000,"Publicity of parliamentary activity","jornal regional g news ltda me",2013
"10839","CARLOS SOUZA","AM","PSDB",5000,"Publicity of parliamentary activity","TIAGO CUNHA GOMES DA SILVA 02770421190",2017
"10840","CARMEN ZANOTTO","SC","PPS",400,"Publicity of parliamentary activity","O MOMENTO JORNALISMO LTDA.",2017
"10841","CELCITA PINHEIRO","MT","DEM",9310,"Publicity of parliamentary activity","FUNDAÇÃO BOM JESUS DE CUIABÁ",2011
"10842","CELIA ROCHA","AL","PTB",1000,"Publicity of parliamentary activity","CADA MINUTO(BARROS MELO COMUNICAÇÃO LTDA)",2012
"10843","CESAR COLNAGO","ES","PSDB",12110,"Publicity of parliamentary activity","GRÁFICA RESPLENDOR",2014
"10844","CÉSAR HALUM","TO","PRB",36000,"Publicity of parliamentary activity","Oliveira e Marques Ltda",2014
"10845","CHICO DAS VERDURAS","RR","PRP",750,"Publicity of parliamentary activity","CHM SERVIÇOS DE INFORMÁTICA LTDA",2013
"10846","CIDA BORGHETTI","PR","PROS",1166.1,"Publicity of parliamentary activity","O DIARIO DO NORTE DO PARANA",2011
"10847","CLÁUDIO PUTY","PA","PT",7000,"Publicity of parliamentary activity","EX-LIBRIS LTDA EPP",2013
"10848","CRISTIANO","RJ","PTdoB",17800,"Publicity of parliamentary activity","GRÁFICA PAPELARIA E CARIMBARIA MANÁ BETEL LTDA",2011
"10849","DANIEL FONTANA","RS","PT",6200,"Publicity of parliamentary activity","EDITORA ZBOROWSKI FERNANDES LTDA",2011
"10850","DANILO FORTE","CE","DEM",500,"Publicity of parliamentary activity","FRANCISCO CLEUMIO PINTO DE SOUSA",2015
"10851","DANRLEI DE DEUS HINTERHOLZ","RS","PSD",4200,"Publicity of parliamentary activity","REDE SULBRASILEIRA DE COMUNICAÇÃO VISUAL S.A",2011
"10852","DELEGADO FRANCISCHINI","PR","SD",3500,"Publicity of parliamentary activity","GRAFICA CAPITAL LTDA",2016
"10853","DELEGADO PROTÓGENES","SP","PCdoB",5000,"Publicity of parliamentary activity","A3 Produções e Eventos ltda-me",2013
"10854","DELEGADO WALDIR","GO","PR",80,"Publicity of parliamentary activity","CONTENT ASSESSORIA LTDA ME",2017
"10855","DIEGO ANDRADE","MG","PSD",15600,"Publicity of parliamentary activity","Grafica Mundial LTDA-ME",2014
"10856","DIMAS FABIANO","MG","PP",2352,"Publicity of parliamentary activity","JORNAL PANORAMA",2016
"10857","DOMINGOS NETO","CE","PSD",8000,"Publicity of parliamentary activity","Gravadora Cantares Midia e Sonorização Ltda",2014
"10858","DOMINGOS SÁVIO","MG","PSDB",1075,"Publicity of parliamentary activity","FOCU'S ARTES FOTOGRAFICAS LTDA",2013
"10859","DR. ALUIZIO","RJ","PV",4923.68,"Publicity of parliamentary activity","QUANTUM SOLUÇÕES EM TECNOLOGIA LTDA",2012
"10860","DR. CARLOS ALBERTO","RJ","PMN",8000,"Publicity of parliamentary activity","EMPRESA JORNALÍSTICA ITABORAI LTDA ME",2013
"10861","DR. GRILO","MG","SD",7650,"Publicity of parliamentary activity","CONTACTO LUMINOSOS ADESIVOS OUT-DOOR",2014
"10862","DR. JORGE SILVA","ES","PHS",5000,"Publicity of parliamentary activity","TIAGO CUNHA GOMES DA SILVA",2017
"10863","DRA. ELAINE ABISSAMRA","SP","PSB",18497.6,"Publicity of parliamentary activity","RÁDIO CLUBE DE VERA CRUZ LTDA",2015
"10864","DUDIMAR PAXIUBA","PA","PROS",3000,"Publicity of parliamentary activity","GRUPO CIDADE DOURADA",2011
"10865","EDINHO ARAÚJO","SP","PMDB",450,"Publicity of parliamentary activity","Editora NP Santa Fé Ltda. ME",2013
"10866","EDIVALDO HOLANDA JUNIOR","MA","PTC",3000,"Publicity of parliamentary activity","GRAFICA MINERVA LTDA.",2012
"10867","EDMAR ARRUDA","PR","PSD",400,"Publicity of parliamentary activity","JORNAL NOROESTE AGORA S/C LTDA.",2013
"10868","EDSON PIMENTA","BA","PSD",1956,"Publicity of parliamentary activity","INSIST INFORMÁTICA E SISTEMAS",2013
"10869","EDSON SILVA","CE","PROS",10500,"Publicity of parliamentary activity","NEWGRAF GRAFICA E EDITORA LTDA",2011
"10870","EDUARDO AZEREDO","MG","PSDB",1500,"Publicity of parliamentary activity","CONTAGEM AÇÃO PROMOÇÃO EVENTOS E PUBLICIDADE",2012
"10871","ELI CORRÊA FILHO","SP","DEM",85,"Publicity of parliamentary activity","GISELE SILVA DE LELES",2012
"10872","ELIANE ROLIM","RJ","PT",1650,"Publicity of parliamentary activity","JP SOLUÇÕES PARA INTERNET LTDA-ME",2011
"10873","ERIKA KOKAY","DF","PT",8652,"Publicity of parliamentary activity","NOSSA GRÁFICA E EDITORA LTDA",2013
"10874","ERIVELTON SANTANA","BA","PEN",1250,"Publicity of parliamentary activity","THALITA CATIELE SALES RENDEIRO PARANHOS",2016
"10875","EROS BIONDINI","MG","PROS",9450,"Publicity of parliamentary activity","PAMPULHA EDITORA GRÁFICA LTDA",2012
"10876","ESPERIDIÃO AMIN","SC","PP",5000,"Publicity of parliamentary activity","EGON LUIS SCHADEN JUNIOR",2016
"10877","FÁBIO TRAD","MS","PSD",1000,"Publicity of parliamentary activity","FEITOSA & CIA LTDA",2013
"10878","FÉLIX MENDONÇA JÚNIOR","BA","PDT",7000,"Publicity of parliamentary activity","ANTONIO SOUZA MASCARENHAS 07084714553",2012
"10879","FERNANDO JORDÃO","RJ","PMDB",3199.2,"Publicity of parliamentary activity","nei fernandes junior",2013
"10880","FERNANDO TORRES","BA","PSD",20000,"Publicity of parliamentary activity","MARIANO E ESQUIVEL LTDA",2013
"10881","FLÁVIA MORAIS","GO","PDT",15600,"Publicity of parliamentary activity","COR & COR GRAFICA E EDITORA LTDA",2014
"10882","FLAVIO ANTUNES","PR","PSDB",500,"Publicity of parliamentary activity","CENIUS PUBLICIDADE LTDA.",2011
"10883","FRANCISCO ARAÚJO","RR","PSD",13000,"Publicity of parliamentary activity","MVG SOUZA & CIA LTDA-ME",2011
"10884","FRANCISCO ESCÓRCIO","MA","PMDB",1700,"Publicity of parliamentary activity","GRAFICA E EDITORA LINHA DAGUA LTDA",2013
"10885","FRANCISCO FLORIANO","RJ","DEM",1500,"Publicity of parliamentary activity","LCTV COMUNICAÇÃO",2011
"10886","GABRIEL CHALITA","SP","PMDB",15750,"Publicity of parliamentary activity","GABAN COMUNICAÇÕES LTDA ME",2012
"10887","GABRIEL GUIMARÃES","MG","PT",800,"Publicity of parliamentary activity","MARILENE DOS SANTOS 00100108660",2012
"10888","GEAN LOUREIRO","SC","PMDB",3500,"Publicity of parliamentary activity","REDE LEVEL MULTIMIDIA LTDA",2011
"10889","GENECIAS NORONHA","CE","SD",1200,"Publicity of parliamentary activity","RÁDIO SERTÕES DE MOMBAÇA LTDA",2016
"10890","GIOVANI CHERINI","RS","PR",500,"Publicity of parliamentary activity","Revista Comunicação",2013
"10891","GIROTO","MS","PR",1400,"Publicity of parliamentary activity","GUATÓ PRODUÇÕES E ASSESSORIA LTDA",2011
"10892","GUILHERME MUSSI","SP","PP",18000,"Publicity of parliamentary activity","EPOLITICS S/S LTDA- ME",2017
"10893","HELENO SILVA","SE","PRB",1500,"Publicity of parliamentary activity","EDITORA EM FOCO LTDA ME",2011
"10894","HÉLIO SANTOS","MA","PSDB",16000,"Publicity of parliamentary activity","UNIGRÁFICA",2011
"10895","HENRIQUE OLIVEIRA","AM","SD",2800,"Publicity of parliamentary activity","DIMAS VILELA DE OLIVEIRA JUNIOR",2012
"10896","HEULER CRUVINEL","GO","PSD",19500,"Publicity of parliamentary activity","Gráfica Franco Martins Ltda",2016
"10897","HUGO MOTTA","PB","PMDB",1000,"Publicity of parliamentary activity","PB AGORA SERVIÇOS DE INTERNET E COMUNICAÇÕES LTDA",2011
"10898","HUGO NAPOLEÃO","PI","PSD",4000,"Publicity of parliamentary activity","J C S HOLANDA - ME",2014
"10899","IARA BERNARDI","SP","PT",466,"Publicity of parliamentary activity","IPANEMA SISTEMA GRÁFICO E EDITORA LTDA",2014
"10900","IRACEMA PORTELLA","PI","PP",4000,"Publicity of parliamentary activity","EDITORA 180 GRAUS LTDA",2013
"10901","IRAJÁ ABREU","TO","PSD",4500,"Publicity of parliamentary activity","TRAÇO RETO COMUNICAÇÃO LTDA",2015
"10902","ITAMAR ROCHA","RN","PMDB",3000,"Publicity of parliamentary activity","LETRA A COMUNICAÇÃO LTDA",2011
"10903","IZALCI LUCAS","DF","PSDB",10000,"Publicity of parliamentary activity","t midias publicidade eireli - me",2017
"10904","JANDIRA FEGHALI","RJ","PCdoB",780,"Publicity of parliamentary activity","TC GRÁFICA E EDITORA LTDA - EPP",2011
"10905","JÂNIO NATAL","BA","PRP",1200,"Publicity of parliamentary activity","JORNAL RADAR 64 LTDA",2012
"10906","JAQUELINE RORIZ","DF","PMN",39900,"Publicity of parliamentary activity","FORMULA GRAFICA E EDITORA SA",2013
"10907","JEAN WYLLYS","RJ","PSOL",2804.88,"Publicity of parliamentary activity","DEMBERG.COM COMUNICAÇÃO E MARKETING LTDA",2014
"10908","JERÔNIMO GOERGEN","RS","PP",3200,"Publicity of parliamentary activity","GRÁFICA VÊNUS LTDA",2012
"10909","JESUS RODRIGUES","PI","PT",3700,"Publicity of parliamentary activity","AI ASSESSORIA DE IMPRENSA COM E MARKETING LTDA",2012
"10910","JHONATAN DE JESUS","RR","PRB",5000,"Publicity of parliamentary activity","HC LOC",2011
"10911","JOÃO ANANIAS","CE","PCdoB",13750,"Publicity of parliamentary activity","Folha Nacional de cultura",2014
"10912","JOÃO ARRUDA","PR","PMDB",800,"Publicity of parliamentary activity","RÁDIO CABIÚNA",2015
"10913","JOÃO BATISTA","RO","PMDB",16000,"Publicity of parliamentary activity","ALERTA COMUNICAÇÃO",2011
"10914","JOÃO LYRA","AL","PSD",7000,"Publicity of parliamentary activity","POLIMIDIA CONSULTORIA E COMUNICAÇÃO S/S LTDA",2013
"10915","JOÃO PAULO LIMA","PE","PT",550,"Publicity of parliamentary activity","FERNANDO MACIEL DE MORAES EIRELI ME",2014
"10916","JOÃO RODRIGUES","SC","PSD",864,"Publicity of parliamentary activity","SOCIEDADE JORNALISTICA DIÁRIO DO IGUAÇU LTDA",2015
"10917","JONAS DONIZETTE","SP","PSB",7680,"Publicity of parliamentary activity","MKRJ COMERCIO DE PAPEIS PAPELARIA LTDA ME",2011
"10918","JORGE CÔRTE REAL","PE","PTB",18200,"Publicity of parliamentary activity","GRAFICA E EDITORA REAL LTDA ME",2015
"10919","JORGE PINHEIRO","GO","PRB",8180,"Publicity of parliamentary activity","COPY CENTER COPIADORA",2011
"10920","JORGINHO MELLO","SC","PR",120,"Publicity of parliamentary activity","JORNAL O NASCENTE UNIVERSITARIO",2012
"10921","JOSÉ AUGUSTO MAIA","PE","PROS",50000,"Publicity of parliamentary activity","SF IMPRESSOS GRAFICOS PADRONIZADOS LTDA - ME",2013
"10922","JOSÉ DE FILIPPI","SP","PT",2000,"Publicity of parliamentary activity","TIJOLO  COMUNICAÇÃO  CRIATIVA   LTDA",2011
"10923","JOSÉ HUMBERTO","MG","PSD",1200,"Publicity of parliamentary activity","RADIOPATOS PROMOÇÕES E PRODUÇÕES LTDA-ME",2014
"10924","JOSÉ NUNES","BA","PSD",500,"Publicity of parliamentary activity","CONSULTE CONSULTORIA, PROJETOS E ACESSORIA LTDA",2013
"10925","JOSÉ PRIANTE","PA","PMDB",4850,"Publicity of parliamentary activity","WEBSOFT MULTIMIDA",2012
"10926","JOSE STÉDILE","RS","PSB",3000,"Publicity of parliamentary activity","MENDES E HOLANDA AGENC DE ESPAÇOS PUBLICITARIOS LT",2012
"10927","JOSIAS GOMES","BA","PT",8000,"Publicity of parliamentary activity","RÁDIO BAIANA FM LTDA.",2012
"10928","JOSUÉ BENGTSON","PA","PTB",15000,"Publicity of parliamentary activity","AMAZON SOLUTION COMUNICAÇÃO PROPAGANDA E MARKETING",2012
"10929","JÚLIO CAMPOS","MT","DEM",1000,"Publicity of parliamentary activity","BRASÍLIA COMUNICAÇÃO E PUBLICIDADE",2011
"10930","JULIO LOPES","RJ","PP",1500,"Publicity of parliamentary activity","APLICANET INFORMATICA LTDA",2016
"10931","JÚNIOR COIMBRA","TO","PMDB",28000,"Publicity of parliamentary activity","MAXWELL GRÁFICA E EDITORA LTDA ME",2013
"10932","JUNJI ABE","SP","PSD",1260,"Publicity of parliamentary activity","INTEGRA EDITORA GRÁFICA LTDA EPP",2014
"10933","KEIKO OTA","SP","PSB",9000,"Publicity of parliamentary activity","JAMIR OSVALDO KINOSHITA ME",2012
"10934","LAERCIO OLIVEIRA","SE","SD",260,"Publicity of parliamentary activity","CRIDOFT GRAFICA CRISTIANO DE SOUZA BERNARDO",2012
"10935","LAURIETE","ES","PSC",120,"Publicity of parliamentary activity","ELLIPSE SILLC E SIGN",2011
"10936","LEONARDO GADELHA","PB","PSC",15000,"Publicity of parliamentary activity","JOSELY FERNANDA DO NASCIMENTO",2014
"10937","LEOPOLDO MEYER","PR","PSB",2000,"Publicity of parliamentary activity","RADIOFUSÃO LITORAL SUL LTDA.",2014
"10938","LIDERANÇA DO PSDB","","",6000,"Publicity of parliamentary activity","METROPOLE INTERATIVA",2016
"10939","LIDERANÇA DO PT","","",530,"Publicity of parliamentary activity","AP SELF MEDIA COMUNICAÇÃO LTDA EPP",2013
"10940","LILIAM SÁ","RJ","PROS",2850,"Publicity of parliamentary activity","PITRAMA PRODUÇÕES ARTÍSTICAS LTDA",2014
